,ID,Gender,Age,Education,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings,Income(k$),Expenditure
425,426,Male,64,7.0,retired,NSW,married,3.8,Q2,4.266666667,3.176470588,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
426,427,Male,43,7.0,professional,QLD,single,4.133333333,Q3,4.0,3.466666667,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,,
427,428,Male,45,3.0,transport worker,QLD,married,4.033333333,Q3,3.133333333,2.833333333,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
428,429,Female,52,6.0,professional,VIC,married,4.566666667,Q4,4.733333333,3.821428571,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,,
429,430,Female,52,2.0,,NSW,married,3.933333333,Q3,3.2,3.294117647,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,,
430,431,Female,28,6.0,manager or administrator,VIC,married,3.733333333,Q2,3.466666667,2.233333333,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
431,432,Male,64,3.0,retired,VIC,married,3.733333333,Q2,4.266666667,3.555555556,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,,
432,433,Male,39,3.0,tradesperson,WA,single,3.566666667,Q2,3.666666667,2.633333333,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
433,434,Male,41,1.0,unemployed,VIC,married,3.866666667,Q3,4.266666667,2.392857143,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
434,435,Female,62,2.0,retired,VIC,married,4.466666667,Q4,4.4,,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,no,,
435,436,Male,62,6.0,retired,VIC,married,3.5,Q2,3.133333333,2.833333333,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no,yes,yes,yes,,
436,437,Male,38,7.0,professional,NSW,single,4.466666667,Q4,3.8,3.0,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,,
437,438,Female,37,3.0,Clerical or service worker,NSW,married,3.5,Q2,3.6,2.892857143,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
438,439,Male,33,6.0,Clerical or service worker,QLD,separated or divorced,3.233333333,Q1,3.933333333,2.777777778,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,,
439,440,Female,41,4.0,home-duties,NSW,married,2.566666667,Q1,4.266666667,1.633333333,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
440,441,Female,37,3.0,unemployed,VIC,living with a partner,4.366666667,Q4,4.866666667,4.222222222,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,,
441,442,Female,64,2.0,home-duties,VIC,married,4.1,Q3,4.133333333,3.4,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,,
442,443,Male,56,3.0,manager or administrator,SA,,4.2,Q3,4.2,3.0,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,,
443,444,Female,50,4.0,home-duties,VIC,single,4.066666667,Q3,3.933333333,4.222222222,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,yes,,
444,445,Male,52,4.0,professional,Tas,married,3.866666667,Q3,4.666666667,3.2,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
445,446,Female,34,8.0,professional,QLD,separated or divorced,3.033333333,Q1,3.466666667,1.909090909,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
446,447,Female,62,2.0,manager or administrator,WA,married,4.266666667,Q4,4.333333333,2.0,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,,
447,448,Male,19,3.0,sales,QLD,single,4.833333333,Q4,3.2,3.827586207,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,,
448,449,Male,55,1.0,manager or administrator,NSW,married,2.833333333,Q1,3.133333333,3.2,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,,
449,450,Male,35,7.0,manager or administrator,VIC,single,3.0,Q1,3.6,1.933333333,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,,
450,451,Female,46,6.0,Clerical or service worker,NSW,separated or divorced,4.066666667,Q3,3.2,2.8,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
451,452,Male,62,2.0,tradesperson,NSW,married,4.366666667,Q4,3.866666667,4.090909091,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,yes,,
452,453,Female,56,7.0,professional,NT,separated or divorced,3.766666667,Q2,3.4,3.5,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
453,454,Female,22,7.0,professional,VIC,single,3.533333333,Q2,3.466666667,3.5625,yes,yes,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,,
454,455,Female,67,4.0,retired,SA,married,4.866666667,Q4,3.666666667,3.714285714,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
455,456,Male,29,7.0,manager or administrator,NSW,single,3.4,Q2,3.866666667,3.033333333,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,,
456,457,Female,20,3.0,manager or administrator,QLD,single,3.166666667,Q1,2.8,1.75862069,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,,
457,458,Male,53,2.0,home-duties,SA,married,4.233333333,Q4,4.0,2.692307692,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,,
458,459,Female,31,3.0,home-duties,Tas,married,1.333333333,Q1,3.533333333,4.6,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
459,460,Female,27,6.0,professional,WA,living with a partner,4.5,Q4,4.4,3.62962963,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,,
460,461,Female,45,6.0,manager or administrator,NSW,married,3.733333333,Q2,3.333333333,2.333333333,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,,
461,462,Female,59,1.0,retired,VIC,married,3.933333333,Q3,3.333333333,2.8,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,,
462,463,Male,32,6.0,manager or administrator,VIC,married,3.3,Q1,2.333333333,3.470588235,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
463,464,Male,57,2.0,small business owner,WA,married,4.566666667,Q4,4.6,4.0,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,,
464,465,Female,56,8.0,professional,NSW,married,4.066666667,Q3,4.133333333,2.35,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,,
465,466,Female,37,3.0,manager or administrator,VIC,married,3.4,Q2,3.933333333,3.058823529,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,,
466,467,Female,48,4.0,professional,QLD,married,3.7,Q2,3.6,3.222222222,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,
467,468,Female,53,2.0,Clerical or service worker,VIC,married,4.1,Q3,3.6,2.789473684,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
468,469,Female,26,7.0,manager or administrator,QLD,married,2.566666667,Q1,3.466666667,1.733333333,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
469,470,Male,36,3.0,professional,VIC,separated or divorced,3.533333333,Q2,4.133333333,2.6,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
470,471,Female,40,3.0,Clerical or service worker,NSW,married,3.5,Q2,3.866666667,3.133333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,,
471,472,Male,62,1.0,small business owner,QLD,married,3.766666667,Q2,4.066666667,3.7,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,,
472,473,Female,40,2.0,Clerical or service worker,NSW,single,2.9,Q1,2.933333333,2.230769231,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,,
473,474,Male,66,3.0,retired,QLD,separated or divorced,3.333333333,Q1,3.6,2.366666667,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
474,475,Female,39,1.0,unemployed,VIC,married,3.966666667,Q3,3.6,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
475,476,Male,58,7.0,professional,NSW,separated or divorced,4.033333333,Q3,3.133333333,3.466666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
476,477,Male,60,8.0,professional,NSW,married,4.033333333,Q3,3.6,3.269230769,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,,
477,478,Female,46,2.0,manager or administrator,NSW,married,4.066666667,Q3,4.266666667,4.05,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
478,479,Female,35,3.0,manager or administrator,QLD,married,2.733333333,Q1,3.066666667,2.033333333,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes,,
479,480,Female,39,3.0,home-duties,QLD,married,3.2,Q1,3.133333333,2.0,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,,
480,481,Female,42,1.0,unemployed,VIC,single,2.8,Q1,3.333333333,,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
481,482,Female,22,6.0,sales,VIC,single,4.233333333,Q4,3.8,3.172413793,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,,
482,483,Male,46,2.0,small business owner,QLD,married,4.533333333,Q4,2.866666667,2.7,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
483,484,Male,22,7.0,professional,VIC,single,1.633333333,Q1,3.133333333,1.933333333,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,,
484,485,Female,41,2.0,sales,SA,separated or divorced,4.1,Q3,3.866666667,2.833333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
485,486,Female,36,3.0,home-duties,SA,married,3.2,Q1,4.066666667,4.095238095,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,,
486,487,Female,29,7.0,manager or administrator,VIC,single,3.766666667,Q2,3.466666667,2.285714286,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,,
487,488,Female,47,6.0,sales,NSW,married,4.5,Q4,3.866666667,3.166666667,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,,
488,489,Male,55,8.0,professional,VIC,living with a partner,3.466666667,Q2,3.266666667,2.433333333,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
489,490,Male,19,1.0,unemployed,SA,single,3.5,Q2,3.6,2.052631579,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
490,491,Female,57,1.0,home-duties,SA,separated or divorced,4.7,Q4,4.0,4.142857143,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,,
491,492,Female,29,8.0,,ACT,married,3.933333333,Q3,3.066666667,2.96,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,,
492,493,Male,59,1.0,manager or administrator,VIC,married,3.666666667,Q2,3.733333333,2.733333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,,
493,494,Female,38,6.0,Clerical or service worker,NSW,single,3.8,Q2,3.8,3.888888889,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
494,495,Male,51,7.0,manager or administrator,QLD,married,3.233333333,Q1,3.933333333,3.1,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,yes,,
495,496,Male,46,3.0,small business owner,QLD,married,3.866666667,Q3,3.333333333,4.75,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,,
496,497,Female,49,8.0,manager or administrator,WA,married,4.266666667,Q4,3.933333333,3.692307692,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,,
497,498,Male,56,7.0,sales,VIC,living with a partner,3.8,Q2,3.0,2.633333333,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,,
498,499,Female,56,6.0,Clerical or service worker,NSW,married,4.333333333,Q4,3.6,2.3125,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,,
499,500,Male,41,6.0,manager or administrator,VIC,married,3.566666667,Q2,3.666666667,2.384615385,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
500,501,Male,65,3.0,retired,VIC,separated or divorced,3.4,Q2,4.466666667,3.038461538,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,,
501,502,Male,42,3.0,small business owner,NSW,married,3.533333333,Q2,2.733333333,2.133333333,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
502,503,Male,65,8.0,manager or administrator,NSW,married,4.566666667,Q4,4.333333333,3.433333333,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes,,
503,504,Female,37,8.0,professional,VIC,married,3.6,Q2,3.733333333,2.826086957,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,,
504,505,Male,20,6.0,unemployed,VIC,single,3.033333333,Q1,3.933333333,2.862068966,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,,
505,506,Female,39,8.0,professional,QLD,single,4.2,Q3,4.266666667,3.620689655,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,,
506,507,Male,37,3.0,professional,QLD,married,3.033333333,Q1,3.066666667,2.3,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
507,508,Female,45,7.0,manager or administrator,QLD,married,4.3,Q4,4.066666667,2.133333333,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
508,509,Male,41,6.0,transport worker,QLD,married,4.1,Q3,4.4,2.821428571,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,,
509,510,Male,39,4.0,Clerical or service worker,VIC,single,3.8,Q2,4.133333333,3.538461538,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
510,511,Female,21,7.0,manager or administrator,NSW,single,4.4,Q4,4.133333333,3.068965517,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,,
511,512,Female,43,1.0,manager or administrator,WA,living with a partner,4.8,Q4,3.066666667,4.466666667,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
512,513,Female,24,3.0,Clerical or service worker,VIC,single,3.333333333,Q1,3.6,2.166666667,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
513,514,Male,49,6.0,professional,QLD,living with a partner,3.8,Q2,3.933333333,3.166666667,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,,
514,515,Male,32,7.0,professional,VIC,married,3.633333333,Q2,3.066666667,3.178571429,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
515,516,Male,36,6.0,tradesperson,VIC,married,3.933333333,Q3,3.133333333,3.1875,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,,
516,517,Female,36,4.0,Clerical or service worker,QLD,married,4.3,Q4,4.466666667,3.631578947,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,,
517,518,Male,72,6.0,,QLD,married,4.6,Q4,4.266666667,4.36,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,,
518,519,Male,67,6.0,retired,Tas,married,3.4,Q2,2.8,2.954545455,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,,
519,520,Male,24,7.0,professional,VIC,single,4.0,Q3,3.066666667,3.833333333,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,,
520,521,Female,42,8.0,professional,QLD,married,3.966666667,Q3,4.066666667,3.666666667,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,,
521,522,Male,29,7.0,professional,VIC,living with a partner,3.5,Q2,3.866666667,3.1875,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,,
522,523,Female,55,4.0,professional,QLD,married,3.766666667,Q2,3.066666667,2.8,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
523,524,Male,67,4.0,retired,VIC,married,4.433333333,Q4,3.133333333,3.133333333,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,,
524,525,Male,25,7.0,professional,VIC,single,3.866666667,Q3,3.666666667,2.157894737,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
525,526,Female,42,8.0,manager or administrator,NSW,married,3.933333333,Q3,4.733333333,3.1,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,,
526,527,Male,41,7.0,professional,VIC,single,1.0,Q1,3.2,2.533333333,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,,
527,528,Female,29,8.0,transport worker,NSW,single,4.933333333,Q4,4.0,3.633333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,,
528,529,Male,28,4.0,labourer,Tas,single,3.366666667,Q1,3.466666667,2.466666667,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,,
529,530,Female,63,1.0,home-duties,VIC,married,4.233333333,Q4,4.066666667,3.448275862,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,,
530,531,Female,42,6.0,Clerical or service worker,NSW,living with a partner,3.433333333,Q2,2.666666667,2.6,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
531,532,Female,47,6.0,manager or administrator,NSW,married,4.2,Q3,3.733333333,2.642857143,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
532,533,Female,55,2.0,Clerical or service worker,NSW,separated or divorced,3.733333333,Q2,3.8,2.684210526,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
533,534,Female,41,6.0,professional,NSW,living with a partner,3.966666667,Q3,3.666666667,3.192307692,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,,
534,535,Female,55,2.0,,NSW,separated or divorced,3.733333333,Q2,4.0,,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,,
535,536,Female,58,3.0,home-duties,VIC,married,3.733333333,Q2,3.933333333,3.777777778,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,
536,537,Female,55,,professional,NSW,married,3.733333333,Q2,3.066666667,4.133333333,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
537,538,Male,29,6.0,manager or administrator,SA,living with a partner,4.733333333,Q4,4.6,3.75862069,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,,
538,539,Male,59,8.0,professional,NT,single,3.366666667,Q1,4.266666667,3.133333333,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
539,540,Male,44,3.0,professional,WA,married,4.2,Q3,3.6,3.8125,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
540,541,Male,39,3.0,professional,QLD,living with a partner,3.866666667,Q3,4.933333333,3.222222222,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,,
541,542,Female,40,2.0,home-duties,QLD,separated or divorced,2.6,Q1,2.6,1.913043478,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
542,543,Female,61,2.0,home-duties,NSW,married,4.333333333,Q4,3.6,4.444444444,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,,
543,544,Female,19,7.0,unemployed,WA,single,2.6,Q1,3.2,2.3,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,,
544,545,Male,28,7.0,professional,NSW,single,4.7,Q4,3.466666667,4.033333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
545,546,Female,46,7.0,manager or administrator,NSW,living with a partner,4.4,Q4,3.466666667,2.5,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,,
546,547,Female,38,3.0,labourer,SA,married,4.9,Q4,4.0,3.833333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
547,548,Female,44,2.0,tradesperson,NSW,married,4.0,Q3,3.666666667,3.7,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,,
548,549,Female,56,8.0,professional,NSW,separated or divorced,4.3,Q4,3.6,3.172413793,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,,
549,550,Male,37,8.0,small business owner,QLD,married,3.9,Q3,3.533333333,2.433333333,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
550,551,Male,24,7.0,professional,WA,single,3.366666667,Q1,2.866666667,2.464285714,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,,
551,552,Male,27,8.0,professional,VIC,living with a partner,1.2,Q1,3.666666667,1.689655172,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
552,553,Male,24,8.0,tradesperson,QLD,single,4.533333333,Q4,4.133333333,3.733333333,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,,
553,554,Male,68,6.0,retired,QLD,married,4.066666667,Q3,4.733333333,3.625,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
554,555,Female,61,3.0,retired,VIC,married,4.3,Q4,3.0,1.789473684,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,,
555,556,Male,22,3.0,labourer,QLD,single,3.266666667,Q1,4.466666667,2.433333333,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
556,557,Female,55,1.0,small business owner,NSW,married,4.066666667,Q3,3.666666667,4.0,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,,
557,558,Female,62,1.0,Clerical or service worker,VIC,married,3.766666667,Q2,2.8,3.217391304,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
558,559,Female,23,7.0,professional,QLD,married,4.133333333,Q3,3.466666667,3.0,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,,
559,560,Male,35,1.0,tradesperson,NSW,married,4.2,Q3,3.266666667,2.9,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
560,561,Female,65,1.0,retired,QLD,married,4.033333333,Q3,3.2,2.48,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,,
561,562,Female,44,4.0,manager or administrator,SA,separated or divorced,3.933333333,Q3,3.666666667,3.310344828,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,,
562,563,Male,56,8.0,small business owner,NSW,married,3.366666667,Q1,3.6,2.857142857,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
563,564,Female,39,4.0,Clerical or service worker,QLD,married,4.4,Q4,3.066666667,4.090909091,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,,
564,565,Male,56,8.0,manager or administrator,QLD,separated or divorced,4.5,Q4,3.866666667,4.642857143,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,,
565,566,Female,37,6.0,home-duties,NSW,married,3.866666667,Q3,3.4,3.857142857,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
566,567,Female,57,3.0,home-duties,WA,married,4.7,Q4,4.733333333,3.566666667,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,,
567,568,Male,23,7.0,sales,QLD,single,3.066666667,Q1,3.466666667,2.6,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
568,569,Male,53,2.0,sales,SA,married,3.866666667,Q3,3.866666667,2.785714286,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,
569,570,Male,35,7.0,professional,ACT,married,3.833333333,Q3,3.666666667,2.285714286,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
570,571,Male,61,3.0,retired,NSW,married,2.9,Q1,3.666666667,2.95,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,,
571,572,Female,48,4.0,professional,QLD,married,4.466666667,Q4,4.333333333,2.833333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
