Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings
Male,29,7,"$150,001 to $180,000",>120k,professional,NSW,single,3.166666667,Q1,2.933333333,2.24137931,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes
Female,46,1,"$90,001 to $120,000",90-120k,small business owner,QLD,married,3.433333333,Q2,4.133333333,3.461538462,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,yes
Male,55,6,"$90,001 to $120,000",90-120k,transport worker,VIC,married,2.933333333,Q1,3.266666667,3,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes
Male,34,8,"$60,001 to $90,000",60-90k,professional,QLD,married,3.033333333,Q1,3.266666667,2.7,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
Female,36,3,"$120,001 to $150,000",>120k,professional,VIC,married,3.3,Q1,3.333333333,2.482758621,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes
Female,51,2,"$60,001 to $90,000",60-90k,home-duties,QLD,married,4.266666667,Q4,4.666666667,3.25,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Female,26,8,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,3.633333333,Q2,2.933333333,2.7,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes
Female,28,7,NA,NA,Clerical or service worker,NSW,married,2.933333333,Q1,4.066666667,2.333333333,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes
Male,55,1,"$30,001 to $60,000",30-60k,retired,QLD,living with a partner,4.633333333,Q4,4.733333333,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,35,3,"$30,001 to $60,000",30-60k,sales,SA,married,3.633333333,Q2,3.133333333,NA,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,47,8,"$210,001 to $240,000",>120k,small business owner,VIC,living with a partner,4.233333333,Q4,3.733333333,2.517241379,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes
Female,42,1,"Less than $30,000",<30k,Clerical or service worker,SA,separated or divorced,3.833333333,Q3,3.733333333,3,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes
Female,61,7,"Less than $30,000",<30k,retired,NSW,married,3.933333333,Q3,3.8,2.941176471,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Male,70,2,"$30,001 to $60,000",30-60k,manager or administrator,VIC,married,3.266666667,Q1,3.8,1.689655172,yes,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,yes
Female,62,6,"$60,001 to $90,000",60-90k,small business owner,VIC,married,3.9,Q3,4.066666667,1.965517241,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Female,59,3,"$30,001 to $60,000",30-60k,Clerical or service worker,QLD,married,4.366666667,Q4,3.933333333,3.666666667,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no
Male,60,3,"Less than $30,000",<30k,retired,NSW,single,4.1,Q3,3.466666667,2.866666667,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes
Male,22,3,"$90,001 to $120,000",90-120k,professional,NSW,single,2.8,Q1,2.733333333,2.066666667,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Male,64,6,"$60,001 to $90,000",60-90k,manager or administrator,VIC,married,4.7,Q4,3.8,3.464285714,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no
Male,35,7,"Less than $30,000",<30k,professional,Tas,single,2.866666667,Q1,3,2.166666667,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes
Male,64,7,"$30,001 to $60,000",30-60k,retired,NSW,married,3.8,Q2,4.266666667,3.176470588,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes
Male,43,7,"Less than $30,000",<30k,professional,QLD,single,4.133333333,Q3,4,3.466666667,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,yes
Male,45,3,"$60,001 to $90,000",60-90k,transport worker,QLD,married,4.033333333,Q3,3.133333333,2.833333333,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,52,6,"more than $240,001",>120k,professional,VIC,married,4.566666667,Q4,4.733333333,3.821428571,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes
Female,52,2,"$30,001 to $60,000",30-60k,NA,NSW,married,3.933333333,Q3,3.2,3.294117647,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes
Female,28,6,"$90,001 to $120,000",90-120k,manager or administrator,VIC,married,3.733333333,Q2,3.466666667,2.233333333,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,64,3,"$30,001 to $60,000",30-60k,retired,VIC,married,3.733333333,Q2,4.266666667,3.555555556,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes
Male,39,3,"Less than $30,000",<30k,tradesperson,WA,single,3.566666667,Q2,3.666666667,2.633333333,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,41,1,"$30,001 to $60,000",30-60k,unemployed,VIC,married,3.866666667,Q3,4.266666667,2.392857143,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,62,2,"Less than $30,000",<30k,retired,VIC,married,4.466666667,Q4,4.4,NA,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,no
Male,62,6,"$30,001 to $60,000",30-60k,retired,VIC,married,3.5,Q2,3.133333333,2.833333333,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no,yes,yes,yes
Male,38,7,"$60,001 to $90,000",60-90k,professional,NSW,single,4.466666667,Q4,3.8,3,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no
Female,37,3,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,married,3.5,Q2,3.6,2.892857143,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
Male,33,6,"$30,001 to $60,000",30-60k,Clerical or service worker,QLD,separated or divorced,3.233333333,Q1,3.933333333,2.777777778,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes
Female,41,4,"$60,001 to $90,000",60-90k,home-duties,NSW,married,2.566666667,Q1,4.266666667,1.633333333,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,37,3,"$30,001 to $60,000",30-60k,unemployed,VIC,living with a partner,4.366666667,Q4,4.866666667,4.222222222,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,no,yes
Female,64,2,"Less than $30,000",<30k,home-duties,VIC,married,4.1,Q3,4.133333333,3.4,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,yes
Male,56,3,"$30,001 to $60,000",30-60k,manager or administrator,SA,NA,4.2,Q3,4.2,3,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes
Female,50,4,"Less than $30,000",<30k,home-duties,VIC,single,4.066666667,Q3,3.933333333,4.222222222,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,yes
Male,52,4,"$60,001 to $90,000",60-90k,professional,Tas,married,3.866666667,Q3,4.666666667,3.2,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,34,8,"Less than $30,000",<30k,professional,QLD,separated or divorced,3.033333333,Q1,3.466666667,1.909090909,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,62,2,"Less than $30,000",<30k,manager or administrator,WA,married,4.266666667,Q4,4.333333333,2,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
Male,19,3,"$60,001 to $90,000",60-90k,sales,QLD,single,4.833333333,Q4,3.2,3.827586207,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no
Male,55,1,"Less than $30,000",<30k,manager or administrator,NSW,married,2.833333333,Q1,3.133333333,3.2,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no
Male,35,7,"$150,001 to $180,000",>120k,manager or administrator,VIC,single,3,Q1,3.6,1.933333333,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes
Female,46,6,"Less than $30,000",<30k,Clerical or service worker,NSW,separated or divorced,4.066666667,Q3,3.2,2.8,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
Male,62,2,"$150,001 to $180,000",>120k,tradesperson,NSW,married,4.366666667,Q4,3.866666667,4.090909091,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,yes
Female,56,7,"$60,001 to $90,000",60-90k,professional,NT,separated or divorced,3.766666667,Q2,3.4,3.5,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes
Female,22,7,"$60,001 to $90,000",60-90k,professional,VIC,single,3.533333333,Q2,3.466666667,3.5625,yes,yes,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no
Female,67,4,"$60,001 to $90,000",60-90k,retired,SA,married,4.866666667,Q4,3.666666667,3.714285714,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,29,7,"$60,001 to $90,000",60-90k,manager or administrator,NSW,single,3.4,Q2,3.866666667,3.033333333,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no
Female,20,3,"$60,001 to $90,000",60-90k,manager or administrator,QLD,single,3.166666667,Q1,2.8,1.75862069,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no
Male,53,2,"$30,001 to $60,000",30-60k,home-duties,SA,married,4.233333333,Q4,4,2.692307692,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes
Female,31,3,"Less than $30,000",<30k,home-duties,Tas,married,1.333333333,Q1,3.533333333,4.6,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,27,6,"more than $240,001",>120k,professional,WA,living with a partner,4.5,Q4,4.4,3.62962963,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes
Female,45,6,"$30,001 to $60,000",30-60k,manager or administrator,NSW,married,3.733333333,Q2,3.333333333,2.333333333,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,yes
Female,59,1,NA,NA,retired,VIC,married,3.933333333,Q3,3.333333333,2.8,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes
Male,32,6,"$30,001 to $60,000",30-60k,manager or administrator,VIC,married,3.3,Q1,2.333333333,3.470588235,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes
Male,57,2,"$90,001 to $120,000",90-120k,small business owner,WA,married,4.566666667,Q4,4.6,4,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes
Female,56,8,"$60,001 to $90,000",60-90k,professional,NSW,married,4.066666667,Q3,4.133333333,2.35,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes
Female,37,3,"$60,001 to $90,000",60-90k,manager or administrator,VIC,married,3.4,Q2,3.933333333,3.058823529,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
Female,48,4,"$90,001 to $120,000",90-120k,professional,QLD,married,3.7,Q2,3.6,3.222222222,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes
Female,53,2,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,married,4.1,Q3,3.6,2.789473684,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes
Female,26,7,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,2.566666667,Q1,3.466666667,1.733333333,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Male,36,3,"$30,001 to $60,000",30-60k,professional,VIC,separated or divorced,3.533333333,Q2,4.133333333,2.6,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,40,3,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,married,3.5,Q2,3.866666667,3.133333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no
Male,62,1,"$30,001 to $60,000",30-60k,small business owner,QLD,married,3.766666667,Q2,4.066666667,3.7,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,yes
Female,40,2,NA,NA,Clerical or service worker,NSW,single,2.9,Q1,2.933333333,2.230769231,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes
Male,66,3,"Less than $30,000",<30k,retired,QLD,separated or divorced,3.333333333,Q1,3.6,2.366666667,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,39,1,"$30,001 to $60,000",30-60k,unemployed,VIC,married,3.966666667,Q3,3.6,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,58,7,"$30,001 to $60,000",30-60k,professional,NSW,separated or divorced,4.033333333,Q3,3.133333333,3.466666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,60,8,"$90,001 to $120,000",90-120k,professional,NSW,married,4.033333333,Q3,3.6,3.269230769,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes
Female,46,2,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,4.066666667,Q3,4.266666667,4.05,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,35,3,"$30,001 to $60,000",30-60k,manager or administrator,QLD,married,2.733333333,Q1,3.066666667,2.033333333,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes
Female,39,3,"Less than $30,000",<30k,home-duties,QLD,married,3.2,Q1,3.133333333,2,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes
Female,42,1,"Less than $30,000",<30k,unemployed,VIC,single,2.8,Q1,3.333333333,NA,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,22,6,"$120,001 to $150,000",>120k,sales,VIC,single,4.233333333,Q4,3.8,3.172413793,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
Male,46,2,"Less than $30,000",<30k,small business owner,QLD,married,4.533333333,Q4,2.866666667,2.7,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,22,7,"$30,001 to $60,000",30-60k,professional,VIC,single,1.633333333,Q1,3.133333333,1.933333333,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no
Female,41,2,"Less than $30,000",<30k,sales,SA,separated or divorced,4.1,Q3,3.866666667,2.833333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,36,3,NA,NA,home-duties,SA,married,3.2,Q1,4.066666667,4.095238095,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes
Female,29,7,"$30,001 to $60,000",30-60k,manager or administrator,VIC,single,3.766666667,Q2,3.466666667,2.285714286,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes
Female,47,6,"$90,001 to $120,000",90-120k,sales,NSW,married,4.5,Q4,3.866666667,3.166666667,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes
Male,55,8,"$150,001 to $180,000",>120k,professional,VIC,living with a partner,3.466666667,Q2,3.266666667,2.433333333,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Male,19,1,"$60,001 to $90,000",60-90k,unemployed,SA,single,3.5,Q2,3.6,2.052631579,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes
Female,57,1,"$30,001 to $60,000",30-60k,home-duties,SA,separated or divorced,4.7,Q4,4,4.142857143,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no
Female,29,8,"$60,001 to $90,000",60-90k,NA,ACT,married,3.933333333,Q3,3.066666667,2.96,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes
Male,59,1,"$60,001 to $90,000",60-90k,manager or administrator,VIC,married,3.666666667,Q2,3.733333333,2.733333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes
Female,38,6,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,single,3.8,Q2,3.8,3.888888889,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Male,51,7,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,3.233333333,Q1,3.933333333,3.1,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,yes
Male,46,3,"$30,001 to $60,000",30-60k,small business owner,QLD,married,3.866666667,Q3,3.333333333,4.75,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes
Female,49,8,"$60,001 to $90,000",60-90k,manager or administrator,WA,married,4.266666667,Q4,3.933333333,3.692307692,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,yes
Male,56,7,"$60,001 to $90,000",60-90k,sales,VIC,living with a partner,3.8,Q2,3,2.633333333,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes
Female,56,6,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,married,4.333333333,Q4,3.6,2.3125,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes
Male,41,6,"$60,001 to $90,000",60-90k,manager or administrator,VIC,married,3.566666667,Q2,3.666666667,2.384615385,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
Male,65,3,"Less than $30,000",<30k,retired,VIC,separated or divorced,3.4,Q2,4.466666667,3.038461538,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Male,42,3,"$30,001 to $60,000",30-60k,small business owner,NSW,married,3.533333333,Q2,2.733333333,2.133333333,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes
Male,65,8,"more than $240,001",>120k,manager or administrator,NSW,married,4.566666667,Q4,4.333333333,3.433333333,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes
Female,37,8,"$60,001 to $90,000",60-90k,professional,VIC,married,3.6,Q2,3.733333333,2.826086957,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no
Male,20,6,"$30,001 to $60,000",30-60k,unemployed,VIC,single,3.033333333,Q1,3.933333333,2.862068966,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes
Female,39,8,"$60,001 to $90,000",60-90k,professional,QLD,single,4.2,Q3,4.266666667,3.620689655,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes
Male,37,3,"$90,001 to $120,000",90-120k,professional,QLD,married,3.033333333,Q1,3.066666667,2.3,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
Female,45,7,"$120,001 to $150,000",>120k,manager or administrator,QLD,married,4.3,Q4,4.066666667,2.133333333,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes
Male,41,6,"$60,001 to $90,000",60-90k,transport worker,QLD,married,4.1,Q3,4.4,2.821428571,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no
Male,39,4,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,single,3.8,Q2,4.133333333,3.538461538,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes
Female,21,7,"$30,001 to $60,000",30-60k,manager or administrator,NSW,single,4.4,Q4,4.133333333,3.068965517,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes
Female,43,1,"$30,001 to $60,000",30-60k,manager or administrator,WA,living with a partner,4.8,Q4,3.066666667,4.466666667,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,24,3,"Less than $30,000",<30k,Clerical or service worker,VIC,single,3.333333333,Q1,3.6,2.166666667,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no
Male,49,6,"$60,001 to $90,000",60-90k,professional,QLD,living with a partner,3.8,Q2,3.933333333,3.166666667,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no
Male,32,7,"$30,001 to $60,000",30-60k,professional,VIC,married,3.633333333,Q2,3.066666667,3.178571429,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,36,6,"$30,001 to $60,000",30-60k,tradesperson,VIC,married,3.933333333,Q3,3.133333333,3.1875,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes
Female,36,4,"$120,001 to $150,000",>120k,Clerical or service worker,QLD,married,4.3,Q4,4.466666667,3.631578947,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no
Male,72,6,NA,NA,NA,QLD,married,4.6,Q4,4.266666667,4.36,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no
Male,67,6,"Less than $30,000",<30k,retired,Tas,married,3.4,Q2,2.8,2.954545455,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes
Male,24,7,"$150,001 to $180,000",>120k,professional,VIC,single,4,Q3,3.066666667,3.833333333,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no
Female,42,8,"$30,001 to $60,000",30-60k,professional,QLD,married,3.966666667,Q3,4.066666667,3.666666667,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes
Male,29,7,"$90,001 to $120,000",90-120k,professional,VIC,living with a partner,3.5,Q2,3.866666667,3.1875,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes
Female,55,4,"$120,001 to $150,000",>120k,professional,QLD,married,3.766666667,Q2,3.066666667,2.8,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes
Male,67,4,"$60,001 to $90,000",60-90k,retired,VIC,married,4.433333333,Q4,3.133333333,3.133333333,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no
Male,25,7,"$60,001 to $90,000",60-90k,professional,VIC,single,3.866666667,Q3,3.666666667,2.157894737,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Female,42,8,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,3.933333333,Q3,4.733333333,3.1,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes
Male,41,7,"$30,001 to $60,000",30-60k,professional,VIC,single,1,Q1,3.2,2.533333333,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no
Female,29,8,"$90,001 to $120,000",90-120k,transport worker,NSW,single,4.933333333,Q4,4,3.633333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes
Male,28,4,"$30,001 to $60,000",30-60k,labourer,Tas,single,3.366666667,Q1,3.466666667,2.466666667,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no
Female,63,1,"$30,001 to $60,000",30-60k,home-duties,VIC,married,4.233333333,Q4,4.066666667,3.448275862,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes
Female,42,6,"$90,001 to $120,000",90-120k,Clerical or service worker,NSW,living with a partner,3.433333333,Q2,2.666666667,2.6,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no
Female,47,6,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,4.2,Q3,3.733333333,2.642857143,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Female,55,2,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,separated or divorced,3.733333333,Q2,3.8,2.684210526,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no
Female,41,6,"$30,001 to $60,000",30-60k,professional,NSW,living with a partner,3.966666667,Q3,3.666666667,3.192307692,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
Female,55,2,NA,NA,NA,NSW,separated or divorced,3.733333333,Q2,4,NA,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no
Female,58,3,"$120,001 to $150,000",>120k,home-duties,VIC,married,3.733333333,Q2,3.933333333,3.777777778,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
Female,55,NA,"$150,001 to $180,000",>120k,professional,NSW,married,3.733333333,Q2,3.066666667,4.133333333,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Male,29,6,"$30,001 to $60,000",30-60k,manager or administrator,SA,living with a partner,4.733333333,Q4,4.6,3.75862069,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes
Male,59,8,"Less than $30,000",<30k,professional,NT,single,3.366666667,Q1,4.266666667,3.133333333,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes
Male,44,3,"$60,001 to $90,000",60-90k,professional,WA,married,4.2,Q3,3.6,3.8125,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes
Male,39,3,"Less than $30,000",<30k,professional,QLD,living with a partner,3.866666667,Q3,4.933333333,3.222222222,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,no
